CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription trend,Subscription duration
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,680",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,700",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,172",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,438",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,475",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,855",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,988",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,838",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,952",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,829",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,955",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,882",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,465",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,557",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,978",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,788",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,696",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,163",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,756",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,236",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,971",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,210",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,462",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,168",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,203",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,155",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,465",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,245",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,837",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,009",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,734",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,898",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,761",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,211",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,603",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,655",Cancelled,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,369",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,894",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,541",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,631",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,979",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,288",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,514",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,213",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,610",Cancelled,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,284",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,234",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,107",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,387",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,275",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,539",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,694",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,958",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,565",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,079",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,990",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,633",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,870",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,965",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,872",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,443",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,545",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,963",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,615",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,269",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,739",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,039",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,129",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,605",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,437",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,919",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,027",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,751",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,770",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,255",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,004",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,761",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,835",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,047",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,765",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,768",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,042",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,384",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,476",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,777",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,593",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,123",Cancelled,366
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,297",Cancelled,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,989",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,457",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,162",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,417",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,463",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,379",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,820",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,179",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,327",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,928",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,548",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,164",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,208",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,259",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,141",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,319",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,076",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,441",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,989",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,463",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,320",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,188",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,915",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,827",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,009",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,900",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,245",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,743",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,509",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,242",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,701",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,651",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,278",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,672",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,301",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,980",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,957",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,323",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,510",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,714",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,556",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,365",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,873",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,973",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,277",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,442",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,218",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,801",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,228",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,731",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,375",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,751",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,125",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,227",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,432",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,331",Renewed,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,670",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,460",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,421",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,383",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,003",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,952",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,325",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,700",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,508",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,442",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,640",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,009",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,951",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,215",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,142",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,491",Cancelled,366
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,153",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,752",Renewed,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,800",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,543",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,412",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,498",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,073",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,979",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,420",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,075",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,931",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,659",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,220",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,386",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,173",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,136",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,767",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,361",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,268",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,338",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,694",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,813",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,936",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,683",Cancelled,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,304",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,305",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,104",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,468",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,062",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,088",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,446",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,562",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,868",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,818",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,230",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,089",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,011",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,230",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,531",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,837",Renewed,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,061",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,574",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,326",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,946",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,315",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,547",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,137",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,878",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,261",Renewed,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,957",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,918",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,331",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,388",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,295",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,517",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,810",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,268",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,981",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,759",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,145",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,086",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,707",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,703",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,646",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,098",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,926",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,185",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,626",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,643",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,550",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,986",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,684",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,815",Cancelled,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,506",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,794",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,699",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,370",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,706",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,166",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,639",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,718",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,236",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,599",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,512",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,196",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,529",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,723",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,402",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,030",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,313",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,529",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,467",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,634",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,001",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,604",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,281",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,768",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,947",Cancelled,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,523",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,089",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,002",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,223",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,847",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,254",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,919",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,369",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,463",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,004",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,656",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,754",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,098",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,532",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,613",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,347",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,085",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,251",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,377",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,741",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,688",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,982",Cancelled,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,207",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,513",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,996",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,753",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,232",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,580",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,303",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,116",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,135",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,404",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,737",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,374",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,757",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,893",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,805",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,152",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,695",Renewed,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,480",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,458",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,328",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,116",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,894",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,472",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,623",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,305",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,331",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,283",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,382",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,367",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,447",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,338",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,729",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,056",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,289",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,732",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,019",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,592",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,940",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,275",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,842",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,385",Cancelled,365
